,Date,textBlobSentimentAverage,vaderSentimentAverage,textBlobSentimentAverage_cv,vaderSentimentAverage_cv,Adj Close,trend
4,2016-06-27,0.0030848484848484898,-0.142656,0.02184726310726311,-0.21275760000000005,17140.240234,0
5,2016-06-24,0.04554761904761905,-0.046831999999999985,0.03380401635401637,-0.07863440000000002,17400.75,1
6,2016-06-23,0.047880230880230884,-0.158004,0.03619790764790766,-0.09677280000000002,18011.070312,1
7,2016-06-22,0.036011832611832606,-0.095448,0.04278330447330449,-0.08733120000000003,17780.830078,0
8,2016-06-21,0.0379949494949495,-0.357616,0.03375056277056278,-0.15210240000000003,17829.730469,1
9,2016-06-20,0.004862626262626258,-0.35034800000000005,0.03445945165945166,-0.20164960000000004,17804.869141,0
10,2016-06-17,-0.010063492063492064,-0.295452,0.013645966810966812,-0.26729920000000007,17675.160156,0
11,2016-06-16,0.05093391053391054,-0.27061599999999997,0.01623375901875902,-0.24989920000000007,17733.099609,1
12,2016-06-15,0.0519060606060606,-0.30349999999999994,0.025642445887445887,-0.24052960000000004,17640.169922,0
13,2016-06-14,0.0482,-0.152276,0.030067727272727267,-0.25165040000000005,17674.820312,1
14,2016-06-13,0.026623520923520928,-0.15546800000000005,0.03352,-0.23546240000000002,17732.480469,1
15,2016-06-10,0.02589267676767677,-0.132216,0.03585823232323231,-0.17268640000000005,17865.339844,1
16,2016-06-09,0.06362878787878788,-0.08808400000000002,0.03894398989898989,-0.15984800000000005,17985.189453,1
17,2016-06-08,-0.0009656565656565707,-0.09144000000000002,0.03342615440115439,-0.14704240000000007,18005.050781,1
18,2016-06-07,0.04268253968253969,-0.12053199999999994,0.041778621933621925,-0.12752080000000005,17938.279297,0
19,2016-06-06,0.017486291486291487,-0.25718,0.029744927849927837,-0.13789040000000005,17920.330078,0
20,2016-06-03,0.02166666666666666,-0.12275999999999998,0.04274574314574313,-0.16936240000000002,17807.060547,0
21,2016-06-02,0.002669841269841269,-0.27406400000000003,0.03474320346320345,-0.20006880000000007,17838.560547,1
22,2016-06-01,0.04903787878787879,-0.35397199999999995,0.04105352092352091,-0.21942720000000007,17789.669922,0
23,2016-05-31,0.02322792207792208,-0.18395600000000006,0.03419059163059161,-0.22032720000000006,17787.199219,0
24,2016-05-27,0.03546284271284272,-0.24908800000000006,0.030797171717171702,-0.17410399999999998,17873.220703,1
25,2016-05-26,-0.0009464646464646463,-0.237692,0.02596229437229436,-0.1848512,17828.289062,0
26,2016-05-25,0.015613888888888887,-0.3478719999999999,0.044821868686868674,-0.234016,17851.509766,1
27,2016-05-24,0.006740404040404036,-0.14934,0.029304797979797976,-0.23921520000000002,17706.050781,0
28,2016-05-23,-0.012525252525252516,-0.3199480000000001,0.00886908369408369,-0.2607880000000001,17492.929688,0
29,2016-05-20,0.025440404040404044,-0.17790399999999998,0.01819752525252525,-0.2811776000000001,17500.939453,1
30,2016-05-19,0.028335209235209238,-0.20448000000000005,0.02251648629148629,-0.29220560000000007,17435.400391,0
31,2016-05-18,0.07894343434343436,-0.154624,0.04081022366522367,-0.25914080000000006,17526.619141,1
32,2016-05-17,0.01932611832611833,-0.157636,0.04243562049062049,-0.21300400000000005,17529.980469,1
33,2016-05-16,0.07580909090909091,-0.200236,0.04557085137085137,-0.17897600000000008,17710.710938,1
34,2016-05-13,-0.03778441558441558,-0.06842000000000001,0.035332513571085,-0.15056560000000005,17535.320312,0
35,2016-05-12,0.00014242424242423942,-0.232316,0.03149577475434619,-0.16550160000000005,17720.5,1
36,2016-05-11,0.00939246031746032,-0.097424,0.01821244863602007,-0.14493920000000005,17711.119141,0
37,2016-05-10,0.008294612794612794,-0.31436,0.0017197667147667156,-0.17086320000000005,17928.349609,1
38,2016-05-09,0.07360808080808083,-0.11722,0.010730632515632521,-0.16594800000000004,17705.910156,0
39,2016-05-06,-0.03306493506493507,-0.26246400000000003,0.03556811928811928,-0.20229520000000006,17740.630859,1
40,2016-05-05,-0.02521212121212121,-0.16577999999999996,0.02886677248677248,-0.17257920000000007,17660.710938,0
41,2016-05-04,0.016722222222222225,-0.327784,0.01748960076960076,-0.21469200000000005,17651.259766,0
42,2016-05-03,0.024522727272727283,-0.06327599999999999,0.007386738816738808,-0.20835360000000006,17750.910156,1
43,2016-05-02,0.003453968253968259,-0.322048,-0.002715627705627713,-0.22827040000000007,17891.160156,1
44,2016-04-29,-0.03182070707070706,-0.189424,-0.0013225781625781662,-0.1561048000000001,17773.640625,0
45,2016-04-28,0.042767857142857135,-0.15916800000000006,0.0023264478114478036,-0.1752832000000001,17830.759766,1
46,2016-04-27,-0.03134343434343435,-0.21602800000000005,-0.004633032708032717,-0.15407920000000014,18041.550781,1
47,2016-04-26,0.0363939393939394,-0.22419200000000006,-0.0036092231842231918,-0.19549200000000014,17990.320312,0
48,2016-04-25,0.0038636363636363603,-0.258956,0.003972258297258288,-0.2095536000000001,17977.240234,0
49,2016-04-22,-0.050100000000000006,-0.12435999999999997,-0.00022109668109669272,-0.20820880000000005,18003.75,1
50,2016-04-21,0.021340909090909098,-0.072636,-0.0032317027417027534,-0.17789760000000004,17982.519531,0
51,2016-04-20,0.017833333333333333,-0.123352,-0.00043776334776335905,-0.15077680000000004,18096.269531,1
52,2016-04-19,0.008030303030303025,-0.19786800000000002,0.001719090909090898,-0.15097920000000004,18053.599609,0
53,2016-04-18,0.04948484848484847,-0.209244,0.009317878787878774,-0.14549200000000004,18004.160156,0
54,2016-04-15,0.05537518037518039,-0.13953600000000002,0.02196183742183741,-0.17994800000000005,17897.460938,0
55,2016-04-14,0.011709018759018756,-0.22161199999999995,0.022697580567580554,-0.18469680000000005,17926.429688,1
56,2016-04-13,-0.017266666666666666,-0.26133199999999995,0.009347277537277527,-0.19511440000000008,17908.279297,0
57,2016-04-12,0.037833333333333316,-0.126588,0.014747277537277526,-0.17039760000000004,17721.25,0
58,2016-04-11,-0.01591594516594516,-0.108384,0.014346984126984116,-0.17149040000000004,17556.410156,0
59,2016-04-08,-0.010207792207792209,-0.182092,0.02147929292929291,-0.14859280000000008,17576.960938,1
60,2016-04-07,-0.07751515151515151,-0.144768,-0.001590404040404053,-0.15222880000000008,17541.960938,0
61,2016-04-06,-0.030722222222222224,-0.15816,-0.004551659451659465,-0.16218400000000005,17716.050781,1
62,2016-04-05,0.019279509379509376,-0.19964400000000002,-0.01098666666666668,-0.17648880000000006,17603.320312,0
63,2016-04-04,0.013836796536796536,-0.221956,-0.017065772005772018,-0.18132400000000004,17737.0,1
64,2016-04-01,-0.002486387686387679,-0.17103200000000002,0.0048783645983645875,-0.20779040000000001,17792.75,1
65,2016-03-31,-0.027324675324675328,-0.130152,-0.004442472342472354,-0.193892,17685.089844,0
66,2016-03-30,0.054257936507936526,-0.28807200000000005,0.0036417556517556447,-0.2071152,17716.660156,1
67,2016-03-29,0.08231666666666668,-0.128592,0.02660508898508898,-0.19544480000000003,17633.109375,0
68,2016-03-28,-0.0034811688311688314,-0.23626399999999997,0.02065647426647426,-0.19082240000000003,17535.390625,0
69,2016-03-24,0.0037942039442039467,-0.34808,0.011314641654641643,-0.28194319999999995,17515.730469,0
70,2016-03-23,0.0005382395382395357,-0.27936,-0.005041043771043785,-0.31209679999999995,17502.589844,0
71,2016-03-22,0.04572538572538573,-0.34797599999999995,0.004800267140267127,-0.33443919999999994,17582.570312,1
72,2016-03-21,0.056380952380952386,-0.12825200000000006,0.028784422984422974,-0.29979279999999997,17623.869141,1
73,2016-03-18,-0.0051565656565656535,-0.264176,0.034922566322566316,-0.24479279999999998,17602.300781,0
74,2016-03-17,0.09108249158249157,-0.14844400000000005,0.04399398749398749,-0.2048864,17481.490234,0
75,2016-03-16,0.010194227994227995,-0.109092,0.034756642616642616,-0.2010544,17325.759766,0
76,2016-03-15,0.08272727272727275,-0.230784,0.037704838864838865,-0.2259824,17251.529297,0
77,2016-03-14,0.05938528138528139,-0.136248,0.0476465416065416,-0.17774879999999998,17229.130859,0
78,2016-03-11,0.01273448773448774,-0.2561680000000001,0.044882323232323225,-0.1568544,17213.310547,0
79,2016-03-10,-0.04164478114478113,-0.325292,0.02000791245791245,-0.17575600000000005,16995.130859,0
80,2016-03-09,-0.029625,-0.18686,0.002205856180856172,-0.18587840000000003,17000.359375,1
81,2016-03-08,0.05832431457431458,-0.2617400000000001,0.01306436988936988,-0.2421824,16964.099609,0
82,2016-03-07,-0.0050000000000000044,-0.111392,-0.0010421957671957749,-0.22829039999999998,17073.949219,1
83,2016-03-04,0.013396127946127944,-0.27639600000000003,0.03584964405964405,-0.20682799999999996,17006.769531,0
84,2016-03-03,0.012033333333333335,-0.255652,0.0265914478114478,-0.20561039999999994,16943.900391,0
85,2016-03-02,-0.028939393939393945,-0.21095999999999998,0.02180356902356901,-0.22552399999999997,16899.320312,0
86,2016-03-01,-0.031205916305916306,-0.3486600000000001,0.0006568302068301918,-0.2558528,16865.080078,0
87,2016-02-29,0.025111111111111115,-0.22236799999999998,-0.0019209475709475864,-0.26280719999999996,16516.5,0
88,2016-02-26,-0.013611363636363637,-0.309064,0.013074653679653667,-0.2456999999999999,16639.970703,1
89,2016-02-25,-0.004044444444444443,-0.16229199999999994,0.018506948051948042,-0.20842639999999985,16697.289062,1
90,2016-02-24,0.0349040404040404,-0.167828,0.0204655339105339,-0.19751839999999984,16484.990234,0
91,2016-02-23,-0.014724963924963919,-0.09763200000000001,0.016870367965367956,-0.16059039999999986,16431.779297,0
92,2016-02-22,0.07712770562770561,-0.16456400000000002,0.015930194805194794,-0.18027599999999988,16620.660156,1
93,2016-02-19,0.022471380471380472,-0.204424,0.01638849446849446,-0.1611135999999999,16391.990234,0
94,2016-02-18,0.03767676767676768,-0.3016280000000001,0.026868840788840775,-0.20191279999999995,16413.429688,1
95,2016-02-17,0.0531534632034632,-0.16687599999999994,0.022073992303992294,-0.20237519999999995,16453.830078,1
96,2016-02-16,0.08078441558441557,-0.14171199999999998,0.03818690235690235,-0.20319519999999996,16196.410156,0
97,2016-02-12,0.005269119769119762,-0.028280000000000013,0.01362072150072148,-0.1361792,15973.839844,0
98,2016-02-11,0.0042080808080808075,-0.243644,-0.0016945454545454707,-0.15656560000000003,15660.179688,0
99,2016-02-10,-0.0366060606060606,-0.28986799999999996,-0.016027878787878803,-0.1550224,15914.740234,1
